a_F,c_0,c_m,c_H2,c_HF,w_rec,w_F,J,B,n_flux,n_flux_pred,n_conc,n_conc_pred,err_analytical
1.000000000000000000e+00,4.641588833612777382e-02,3.750755943449625429e-02,3.517042536830672209e-04,1.500302377379850172e-02,7.034085073661344419e-04,7.501511886899250858e-03,8.908328901631519525e-03,5.332258430444746011e+00,1.158446741343766462e+00,1.157921539524053411e+00,1.045009964683440984e+00,1.044784741357823954e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.623413251903491145e-02,4.516209786303698737e-02,5.099037708476324973e-04,1.806483914521479425e-02,1.019807541695264995e-03,9.032419572607398861e-03,1.107203465599792928e-02,4.428492241581418298e+00,1.184754631874870512e+00,1.184213213448138236e+00,1.053694197824592393e+00,1.053436018933205487e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.812920690579611638e-02,5.431583115938446588e-02,7.375523786336899822e-04,2.172633246375378635e-02,1.475104757267380398e-03,1.086316623187689318e-02,1.381337574641165397e-02,3.682167716685023962e+00,1.214117592363866294e+00,1.213576287845579360e+00,1.063871086276208189e+00,1.063578162991165588e+00,2.220446049250313081e-16
1.000000000000000000e+00,8.254041852680181479e-02,6.523711451391661642e-02,1.063970277525467687e-03,2.609484580556664657e-02,2.127940555050934508e-03,1.304742290278332328e-02,1.730330401288519143e-02,3.065739517914075396e+00,1.246479408216918827e+00,1.245957714603676658e+00,1.075726358832238105e+00,1.075397961344464859e+00,2.220446049250313081e-16
1.000000000000000000e+00,1.000000000000000056e-01,7.823299831252682190e-02,1.530100506241956074e-03,3.129319932501072737e-02,3.060201012483912148e-03,1.564659966250536716e-02,2.176700168747319059e-02,2.556465996625053805e+00,1.281658766324978771e+00,1.281178001124982035e+00,1.089443141561385886e+00,1.089080003214234704e+00,2.220446049250313081e-16
1.000000000000000000e+00,1.211527658628587661e-01,9.365176123387647378e-02,2.192663095551751484e-03,3.746070449355058674e-02,4.385326191103504703e-03,1.873035224677530031e-02,2.750100462898230971e-02,2.135571156003571502e+00,1.319339810114673384e+00,1.318921163082309223e+00,1.105191994704327385e+00,1.104796706386579785e+00,2.220446049250313081e-16
1.000000000000000000e+00,1.467799267622069137e-01,1.118847707053487184e-01,3.129550478947110744e-03,4.475390828213948735e-02,6.259100957894237101e-03,2.237695414106974368e-02,3.489515605685821614e-02,1.787553379598950443e+00,1.359075292046380667e+00,1.358737524927279283e+00,1.123118842907369519e+00,1.122696172038058382e+00,1.554312234475219157e-15
1.000000000000000000e+00,1.778279410038922925e-01,1.333675347354097984e-01,4.446724830350130657e-03,5.334701389416392214e-02,8.893449660700476420e-03,2.667350694708195413e-02,4.446040626848291044e-02,1.499615332897778153e+00,1.400304352894584881e+00,1.400061556207814695e+00,1.143331496705125794e+00,1.142888551157093868e+00,1.010302952408892452e-14
1.000000000000000000e+00,2.154434690031882260e-01,1.585799028468859728e-01,6.286896396731265178e-03,6.343196113875439190e-02,1.257379279346526428e-02,3.171598056937718901e-02,5.686356615630772104e-02,1.261193861324815479e+00,1.442384380137196054e+00,1.442244257382738537e+00,1.165885958916926590e+00,1.165432117214156182e+00,8.593126210598711623e-14
1.000000000000000000e+00,2.610157215682535892e-01,1.880455072952865736e-01,8.840278203477424171e-03,7.521820291811463777e-02,1.768055640698682970e-02,3.760910145905729807e-02,7.297021427303096441e-02,1.063572338826262786e+00,1.484633466616879005e+00,1.484596532520293888e+00,1.190774142424614546e+00,1.190320694651187949e+00,6.885603198725220864e-13
1.000000000000000000e+00,3.162277660168379412e-01,2.223306913990489853e-01,1.235773408449478833e-02,8.893227655961959133e-02,2.471546816898957666e-02,4.446613827980980260e-02,9.389707461778895592e-02,8.995609141566116573e-01,1.526377586020646326e+00,1.526437448016238818e+00,1.217914848435770914e+00,1.217474339046587417e+00,3.330669073875469621e-16
1.000000000000000000e+00,3.831186849557284835e-01,2.620433196514711516e-01,1.716667534349077331e-02,1.048173278605884634e-01,3.433335068698154663e-02,5.240866393029422476e-02,1.210753653042573180e-01,7.632325840857479005e-01,1.566995538017457612e+00,1.567140154410491037e+00,1.247149731205880130e+00,1.246735057603361563e+00,4.440892098500626162e-16
1.000000000000000000e+00,4.641588833612777520e-01,3.078319686821332501e-01,2.369013023567946227e-02,1.231327874728533056e-01,4.738026047135893842e-02,6.156639373642663893e-02,1.563269146791445019e-01,6.497051000135712906e-01,1.605955366838475840e+00,1.606168944977968138e+00,1.278245443656207847e+00,1.277868826125614810e+00,1.110223024625156540e-16
1.000000000000000000e+00,5.623413251903490728e-01,3.603860292561262835e-01,3.246952252074938178e-02,1.441544117024505245e-01,6.493904504149873580e-02,7.207720585122523449e-02,2.019552959342227061e-01,5.549604695077123839e-01,1.642838072531317195e+00,1.643103165392102438e+00,1.310902278788362629e+00,1.310574257333272374e+00,2.220446049250313081e-16
1.000000000000000000e+00,6.812920690579608030e-01,4.204371950580598205e-01,4.419185874707225875e-02,1.681748780232239227e-01,8.838371749414451750e-02,8.408743901161197520e-02,2.608548739999010380e-01,4.756953056267565483e-01,1.677347265808138310e+00,1.677646663364074753e+00,1.344768582832580606e+00,1.344497198840337138e+00,1.110223024625156540e-16
1.000000000000000000e+00,8.254041852680181757e-01,4.887626854682420863e-01,5.972224067653192359e-02,1.955050741872968179e-01,1.194444813530639027e-01,9.775253709364845056e-02,3.366414997997762559e-01,4.091965404609334556e-01,1.709306072769194884e+00,1.709624222944026384e+00,1.379459280324347059e+00,1.379249563150303004e+00,4.440892098500626162e-16
1.000000000000000000e+00,1.000000000000000000e+00,5.661903789690604372e-01,8.014288630928186052e-02,2.264761515876241582e-01,1.602857726185645537e-01,1.132380757938121207e-01,4.338096210309412282e-01,3.532380757938110016e-01,1.738644407195165886e+00,1.738968270171823871e+00,1.414576260689255349e+00,1.414430073352085593e+00,1.332267629550187849e-15
1.000000000000000000e+00,1.211527658628587689e+00,6.536058625535412503e-01,1.068001558910845472e-01,2.614423450214165001e-01,2.136003117821895780e-01,1.307211725107082501e-01,5.579217960750874061e-01,3.059948073577860028e-01,1.765380449162053278e+00,1.765699828487942380e+00,1.449728261321142631e+00,1.449644487127599080e+00,2.309263891220325604e-14
1.000000000000000000e+00,1.467799267622069026e+00,7.519612670568891488e-01,1.413614367884505341e-01,3.007845068227556484e-01,2.827228735769010681e-01,1.503922534113778520e-01,7.158380005651799882e-01,2.659711460708376607e-01,1.789599943539520899e+00,1.789907418588231325e+00,1.484548223564104763e+00,1.484523217826753338e+00,2.220446049250313081e-16
1.000000000000000000e+00,1.778279410038922759e+00,8.622856800361968777e-01,1.858841484988716097e-01,3.449142720144787733e-01,3.717682969977433305e-01,1.724571360072393311e-01,9.159937300027259921e-01,2.319416924465269314e-01,1.811436120961033014e+00,1.811726728733474845e+00,1.518706749829762614e+00,1.518734950551592577e+00,1.110223024625156540e-16
1.000000000000000000e+00,2.154434690031882038e+00,9.856969098891130709e-01,2.428995995412365771e-01,3.942787639556452617e-01,4.857991990824731543e-01,1.971393819778225476e-01,1.168737780142768745e+00,2.029021274120653695e-01,1.831052031463040075e+00,1.831322829357205695e+00,1.551921050923398937e+00,1.551995640710562840e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.610157215682535892e+00,1.123414406253625319e+00,3.155149820445463660e-01,4.493657625014501056e-01,6.310299640890927320e-01,2.246828812507251083e-01,1.486742809428910572e+00,1.780286943862169624e-01,1.848626150928055489e+00,1.848875757242080864e+00,1.583959460458083113e+00,1.584072991551405574e+00,3.330669073875469621e-16
1.000000000000000000e+00,3.162277660168379523e+00,1.276773204244023630e+00,4.075374537688877807e-01,5.107092816976094296e-01,8.150749075377757835e-01,2.553546408488047703e-01,1.885504455924356337e+00,1.566448914616905830e-01,1.864341418561282548e+00,1.864569590357388451e+00,1.614642093280131974e+00,1.614787017491776666e+00,1.110223024625156540e-16
1.000000000000000000e+00,3.831186849557285168e+00,1.447238835494599973e+00,5.236250617409412556e-01,5.788955341978399005e-01,1.047250123481883399e+00,2.894477670989201723e-01,2.383948014062687193e+00,1.381941909620253983e-01,1.878377420999975289e+00,1.878584698411418730e+00,1.643838500493235877e+00,1.644007576157820338e+00,2.220446049250313081e-16
1.000000000000000000e+00,4.641588833612777520e+00,1.636423223277022831e+00,6.694702414200875973e-01,6.545692893108090438e-01,1.338940482840185853e+00,3.272846446554047439e-01,3.005165610335776449e+00,1.222177717568007083e-01,1.890905217818940276e+00,1.891092642771578847e+00,1.671463249077870472e+00,1.671649821608584441e+00,1.554312234475219157e-15
1.000000000000000000e+00,5.623413251903491172e+00,1.846101643820996063e+00,8.520228198295739519e-01,7.384406575283983809e-01,1.704045639659436118e+00,3.692203287641993015e-01,3.777311608083071537e+00,1.083363966818371854e-01,1.902084240433795870e+00,1.902253145339107165e+00,1.697470285462414186e+00,1.697668454321072273e+00,3.197442310920450836e-14
1.000000000000000000e+00,6.812920690579607808e+00,2.078230888213263849e+00,1.079760906180922797e+00,8.312923552853054288e-01,2.159521812361845594e+00,4.156461776426529919e-01,4.734689802366344402e+00,9.623569793630963598e-02,1.912060729131254355e+00,1.912212585197256676e+00,1.721846792182356367e+00,1.722051485419009653e+00,4.440892098500626162e-16
1.000000000000000000e+00,8.254041852680181535e+00,2.334968799268602346e+00,1.363019823389464369e+00,9.339875197074408719e-01,2.726039646778929626e+00,4.669937598537206025e-01,5.919073053411580076e+00,8.565424945406009682e-02,1.920967252326773789e+00,1.921103565433347482e+00,1.744607067408570522e+00,1.744814047212641439e+00,1.110223024625156540e-16
1.000000000000000000e+00,1.000000000000000000e+01,2.618695387886216253e+00,1.714391383634135124e+00,1.047478155154486501e+00,3.428782767268270248e+00,5.237390775772432505e-01,7.381304612113783747e+00,7.637390775772431861e-02,1.928922945770247921e+00,1.929045188472819250e+00,1.765786784459541181e+00,1.765992605590215758e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.211527658628587645e+01,2.932035756654493230e+00,2.149208419575121098e+00,1.172814302661797203e+00,4.298416839150243973e+00,5.864071513308988237e-01,9.183240829631387214e+00,6.821199214439448155e-02,1.936034198708112442e+00,1.936143768609579485e+00,1.785437842157397093e+00,1.785639781565987905e+00,2.220446049250313081e-16
1.000000000000000000e+00,1.467799267622067561e+01,3.277885077748008413e+00,2.686132645730766377e+00,1.311154031099203365e+00,5.372265291461534531e+00,6.555770155496016827e-01,1.140010759847267074e+01,6.101495179245427364e-02,1.942395590312004927e+00,1.942493787020270535e+00,1.803623904285619695e+00,1.803819876051584448e+00,1.110223024625156540e-16
1.000000000000000000e+00,1.778279410038922848e+01,3.659435889925946483e+00,3.347867758119523085e+00,1.463774355970378638e+00,6.695735516239058605e+00,7.318871779851892079e-01,1.412335821046330686e+01,5.465323236036990356e-02,1.948090940500392776e+00,1.948178955240052801e+00,1.820416646730684818e+00,1.820605112452175156e+00,4.440892098500626162e-16
1.000000000000000000e+00,2.154434690031882127e+01,4.080207997548744636e+00,4.162024325815082193e+00,1.632083199019497943e+00,8.324048651630572948e+00,8.160415995097487496e-01,1.746413890277089465e+01,4.901710896114817861e-02,1.953194385316834314e+00,1.953273298840959571e+00,1.835892679361977642e+00,1.836072560759334005e+00,1.065814103640150279e-14
1.000000000000000000e+00,2.610157215682533050e+01,4.544081274321522201e+00,5.162168656909876141e+00,1.817632509728608792e+00,1.032433731381975583e+01,9.088162548643046179e-01,2.155749088250381718e+01,4.401329728193782015e-02,1.957771420531692286e+00,1.957842206228095572e+00,1.850131080039988163e+00,1.850301677887268514e+00,2.220446049250313081e-16
1.000000000000000000e+00,3.162277660168379256e+01,5.055331696875417613e+00,6.389094641358322946e+00,2.022132678750167223e+00,1.277818928271664234e+01,1.011066339375083167e+00,2.656744490480836873e+01,3.956219136394458630e-02,1.961879880664797682e+00,1.961943410704426238e+00,1.863211464260093209e+00,1.863372385816006949e+00,2.220446049250313081e-16
1.000000000000000000e+00,3.831186849557285257e+01,5.618670958940732874e+00,7.892365836210993635e+00,2.247468383576292972e+00,1.578473167242198727e+01,1.123734191788146930e+00,3.269319753663211969e+01,3.559560640968826434e-02,1.965570836627755114e+00,1.965627889700019892e+00,1.875212510635849483e+00,1.875363606404272909e+00,2.220446049250313081e-16
1.000000000000000000e+00,4.641588833612772902e+01,6.239290046205653084e+00,9.732185070170235264e+00,2.495716018482261322e+00,1.946437014034047053e+01,1.247858009241130439e+00,4.017659828992206883e+01,3.205492908950875047e-02,1.968889405680791072e+00,1.968940675359413639e+00,1.886210865689202265e+00,1.886352175468147152e+00,2.220446049250313081e-16
1.000000000000000000e+00,5.623413251903490817e+01,6.922907185326355517e+00,1.198166097416082110e+01,2.769162874130542296e+00,2.396332194832164220e+01,1.384581437065270926e+00,4.931122533370855621e+01,2.888959719464615286e-02,1.971875473995503114e+00,1.971921577131874992e+00,1.896280358322723458e+00,1.896412065974324435e+00,1.110223024625156540e-16
1.000000000000000000e+00,6.812920690579608163e+01,7.675820618270800644e+00,1.472955554096777853e+01,3.070328247308320435e+00,2.945911108193557837e+01,1.535164123654159773e+00,6.045338628752531918e+01,2.605584600608548684e-02,1.974564336037026635e+00,1.974605820816178969e+00,1.905491462899146171e+00,1.905613858996084931e+00,3.330669073875469621e-16
1.000000000000000000e+00,8.254041852680173008e+01,8.504966695535049581e+00,1.808361462303991729e+01,3.401986678214019566e+00,3.616722924608054512e+01,1.700993339107010449e+00,7.403545183126810514e+01,2.351567115541962003e-02,1.976987257092027050e+00,1.977024610547610139e+00,1.913910958780046911e+00,1.914024410169692381e+00,4.662936703425657470e-15
1.000000000000000000e+00,1.000000000000000000e+02,9.417983829095485149e+00,2.217460485127135428e+01,3.767193531638194148e+00,4.434920970256135320e+01,1.883596765819096852e+00,9.058201617094179880e+01,2.123596765818254462e-02,1.978132835615087126e+00,1.979205621099617618e+00,1.917920095092294996e+00,1.921706668029571574e+00,9.858780458671390079e-14
1.000000000000000000e+01,1.000000000000000021e-03,3.332963045249204325e-04,2.777160630970798427e-08,1.333185218099681513e-03,5.554321399055252391e-08,6.665926090498410818e-04,6.667036954778221862e-04,6.000666518534770148e+03,1.000183674115340482e+00,1.000166620387339389e+00,1.000045924870460956e+00,1.000041660302926738e+00,1.234022883878083121e-08
1.000000000000000000e+01,1.211527658628588954e-03,4.037882045724636008e-04,4.076122779952792471e-08,1.615152818289854403e-03,8.152245855279785581e-08,8.075764091449275268e-04,8.077394540620331164e-04,4.953091598813241944e+03,1.000203093195601411e+00,1.000201853352941539e+00,1.000050781131204047e+00,1.000050470979037653e+00,1.811124950013009993e-08
1.000000000000000000e+01,1.467799267622069137e-03,4.891866546796508385e-04,5.982589577916698547e-08,1.956746618718603354e-03,1.196517915583339709e-07,9.783733093593014601e-04,9.786126129424181901e-04,4.088418972324012429e+03,1.000246035233939068e+00,1.000244533516073453e+00,1.000061520304267759e+00,1.000061144592945039e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.778279410038922752e-03,5.926427282118735011e-04,8.780635082560313079e-08,2.370570912847493571e-03,1.756127016512063145e-07,1.185285456423748086e-03,1.185636681827050443e-03,3.374714486136390860e+03,1.000298052399912763e+00,1.000296233583766403e+00,1.000074529964166459e+00,1.000074074853536166e+00,2.220446049250313081e-16
1.000000000000000000e+01,2.154434690031884272e-03,7.179730682350578003e-04,1.288713316777157456e-07,2.871892272940231201e-03,2.577426633554314911e-07,1.435946136470115167e-03,1.436461621796826038e-03,2.785619807322936595e+03,1.000361060421617765e+00,1.000358857709032323e+00,1.000090289854533410e+00,1.000089738579793996e+00,0.000000000000000000e+00
1.000000000000000000e+01,2.610157215682535736e-03,8.698002210859781926e-04,1.891381061503041138e-07,3.479200884343912770e-03,3.782762123006083335e-07,1.739600442171957036e-03,1.740356994596558302e-03,2.299378583168127079e+03,1.000437378479183792e+00,1.000434711054657200e+00,1.000109380939228743e+00,1.000108713207789268e+00,4.440892098500626162e-16
1.000000000000000000e+01,3.162277660168379394e-03,1.053722443060456804e-03,2.775827467523244827e-07,4.214889772241827218e-03,5.551654935046487537e-07,2.107444886120912741e-03,2.108555217107922156e-03,1.898033028689368393e+03,1.000529813650116395e+00,1.000526583784953960e+00,1.000132506709160651e+00,1.000131697958745791e+00,6.661338147750939243e-16
1.000000000000000000e+01,3.831186849557285078e-03,1.276519116167781171e-03,4.073752634854432719e-07,5.106076464671124686e-03,8.147505269708867555e-07,2.553038232335562777e-03,2.554667733389504557e-03,1.566760712525927374e+03,1.000641762883464736e+00,1.000637852442665787e+00,1.000160518926506370e+00,1.000159539432629030e+00,1.110223024625156540e-16
1.000000000000000000e+01,4.641588833612777208e-03,1.546399161082460255e-03,5.978375913491341776e-07,6.185596644329841021e-03,1.195675182698268355e-06,3.092798322164920510e-03,3.095189672530316953e-03,1.293327137218585221e+03,1.000777335955387315e+00,1.000772602204840434e+00,1.000194448737943276e+00,1.000193262537507177e+00,0.000000000000000000e+00
1.000000000000000000e+01,5.623413251903490971e-03,1.873301331341828066e-03,8.773144695017663542e-07,7.493205325367312264e-03,1.754628939003532708e-06,3.746602662683656132e-03,3.750111920561663339e-03,1.067633896660618348e+03,1.000941503588091308e+00,1.000935774172169612e+00,1.000235544252648268e+00,1.000234107847099985e+00,2.220446049250313081e-16
1.000000000000000000e+01,6.812920690579608342e-03,2.269257054333654981e-03,1.287381894660763963e-06,9.077028217334619925e-03,2.574763789321528772e-06,4.538514108667311697e-03,4.543663636245955095e-03,8.813457233417219641e+02,1.001140275663926715e+00,1.001133342604316967e+00,1.000285315898526761e+00,1.000283576693240306e+00,4.440892098500626162e-16
1.000000000000000000e+01,8.254041852680181826e-03,2.748828598006321580e-03,1.889014665304349718e-06,1.099531439202528459e-02,3.778029330608700283e-06,5.497657196012646630e-03,5.505213254673863715e-03,7.275826515522163618e+02,1.001380915329976418e+00,1.001372527877063101e+00,1.000345591122860256e+00,1.000343485551887346e+00,1.110223024625156540e-16
1.000000000000000000e+01,1.000000000000000021e-02,3.329637837290827691e-03,2.771622031879684633e-06,1.331855134916330903e-02,5.543244063759370959e-06,6.659275674581657117e-03,6.670362162709175986e-03,6.006659275674580840e+02,1.001672195753465999e+00,1.001662051903193129e+00,1.000418580298649829e+00,1.000416031575352083e+00,1.110223024625156540e-16
1.000000000000000000e+01,1.211527658628588217e-02,4.033003822152129644e-03,4.066279957373420790e-06,1.613201528860851511e-02,8.132559914746844969e-06,8.066007644304269697e-03,8.082272764133762930e-03,4.959082828076129204e+02,1.002024707339746357e+00,1.002012443814278564e+00,1.000506956038535122e+00,1.000503871463326755e+00,2.220446049250313081e-16
1.000000000000000000e+01,1.467799267622068964e-02,4.884710759007176994e-03,5.965099799790117922e-06,1.953884303602870451e-02,1.193019959958023584e-05,9.769421518014360928e-03,9.793281917213521315e-03,4.094408243747279244e+02,1.002451224329458768e+00,1.002436404813101589e+00,1.000613948507094619e+00,1.000610216253638551e+00,2.220446049250313081e-16
1.000000000000000000e+01,1.778279410038922925e-02,5.915931949851319267e-03,8.749562708817906748e-06,2.366372779940527360e-02,1.749912541763582027e-05,1.183186389970264374e-02,1.186686215053791606e-02,3.380701497166925265e+02,1.002967140787905720e+00,1.002949242216796488e+00,1.000743459758849596e+00,1.000738945050152484e+00,2.220446049250313081e-16
1.000000000000000000e+01,2.154434690031883232e-02,7.164339712268682006e-03,1.283194087819752148e-05,2.865735884907472455e-02,2.566388175639505652e-05,1.432867942453736748e-02,1.438000718805015725e-02,2.791604084009402413e+02,1.003590986983342148e+00,1.003569383717376917e+00,1.000900200608459301e+00,1.000894741185307746e+00,2.220446049250313081e-16
1.000000000000000000e+01,2.610157215682535822e-02,8.675436320491485692e-03,1.881579883772569996e-05,3.470174528196594277e-02,3.763159767545145413e-05,1.735087264098297832e-02,1.742613583633388294e-02,2.305359553243420123e+02,1.004345037855172151e+00,1.004318983626535156e+00,1.001089854049139305e+00,1.001083254826528046e+00,6.661338147750939243e-16
1.000000000000000000e+01,3.162277660168379134e-02,1.050414650264492288e-02,2.758427343725683775e-05,4.201658601057969150e-02,5.516854687451389235e-05,2.100829300528984922e-02,2.111863009903887714e-02,1.904010001665913876e+02,1.005256025442772483e+00,1.005224633095593179e+00,1.001319269751671293e+00,1.001311296556438357e+00,1.554312234475219157e-15
1.000000000000000000e+01,3.831186849557287333e-02,1.271671786080716925e-02,4.042872828784278627e-05,5.086687144322867699e-02,8.085745657568649410e-05,2.543343572161434196e-02,2.559515063476571622e-02,1.572732855986350273e+02,1.006355966403239321e+00,1.006318185638326312e+00,1.001596694659077968e+00,1.001587066947276616e+00,5.218048215738235740e-15
1.000000000000000000e+01,4.641588833612777382e-02,1.539298148570286164e-02,5.923596975479671263e-05,6.157192594281144654e-02,1.184719395095976536e-04,3.078596297140571980e-02,3.102290685042491392e-02,1.299293448678270693e+02,1.007683113549889597e+00,1.007637707200089494e+00,1.001932045077634115e+00,1.001920427547502435e+00,1.787459069646502030e-14
1.000000000000000000e+01,5.623413251903491145e-02,1.862903057956682984e-02,8.676019508360415379e-05,7.451612231826731936e-02,1.735203901672277690e-04,3.725806115913365968e-02,3.760510193946811630e-02,1.073593170325018917e+02,1.009283035939382955e+00,1.009228555765999014e+00,1.002337225855610470e+00,1.002323218907936075e+00,5.562217353372034268e-14
1.000000000000000000e+01,6.812920690579611638e-02,2.254037940075540383e-02,1.270171758824774398e-04,9.016151760302161533e-02,2.540343517650436758e-04,4.508075880151080073e-02,4.558882750504088949e-02,8.872965110483558249e+01,1.011209824410616243e+00,1.011144588078601192e+00,1.002826502095255812e+00,1.002809631156065695e+00,1.719735465144367481e-13
1.000000000000000000e+01,8.254041852680181479e-02,2.726566730441571176e-02,1.858541533886699836e-04,1.090626692176628609e-01,3.717083067777439409e-04,5.453133460883141659e-02,5.527475122238690447e-02,7.335232171908040755e+01,1.013527407330149011e+00,1.013449479140385412e+00,1.003416928161588118e+00,1.003396631983352050e+00,5.337952302397752646e-13
1.000000000000000000e+01,1.000000000000000056e-01,3.297097167558976638e-02,2.717712433076772526e-04,1.318838867023590655e-01,5.435424866171881080e-04,6.594194335117953276e-02,6.702902832441390291e-02,6.065941943340836673e+01,1.016310943038818415e+00,1.016218122213751851e+00,1.004128837263213114e+00,1.004104455473809221e+00,1.650235503802832682e-12
1.000000000000000000e+01,1.211527658628587661e-01,3.985478726497683477e-02,3.971010169820697946e-04,1.594191490599073391e-01,7.942020339724200750e-04,7.970957452995364179e-02,8.129797859789848757e-02,5.018217728004565004e+01,1.019648229345537338e+00,1.019538051195603812e+00,1.004986392236912884e+00,1.004957152625233219e+00,5.077938070030540985e-12
1.000000000000000000e+01,1.467799267622069137e-01,4.815371548247977113e-02,5.796950786919030088e-04,1.926148619299190845e-01,1.159390157383806018e-03,9.630743096495952837e-02,9.862621127972713564e-02,4.153365903255541980e+01,1.023641034662954752e+00,1.023510791752823224e+00,1.006018193940288796e+00,1.005983200269876088e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.778279410038922925e-01,5.814888281059082259e-02,8.453231430299561894e-04,2.325955312423633181e-01,1.690646286059912379e-03,1.162977656211815480e-01,1.196790581933013797e-01,3.439446990778183277e+01,1.028406208838108071e+00,1.028253001178021320e+00,1.007257937369208989e+00,1.007216158904017389e+00,2.220446049250313081e-16
1.000000000000000000e+01,2.154434690031882260e-01,7.017306976116115258e-02,1.231064929926197274e-03,2.806922790446445548e-01,2.462129859852395415e-03,1.403461395223224439e-01,1.452703992420272261e-01,2.850096207572418550e+01,1.034076374669339771e+00,1.033897199604310035e+00,1.008745096784327444e+00,1.008695361196663587e+00,2.220446049250313081e-16
1.000000000000000000e+01,2.610157215682535892e-01,8.461847823640299138e-02,1.790071714761151374e-03,3.384739129456119655e-01,3.580143429522303616e-03,1.692369564728060105e-01,1.763972433318506117e-01,2.363549949944145112e+01,1.040799936416616944e+00,1.040591829689618164e+00,1.010525609408174486e+00,1.010466601295310740e+00,1.110223024625156540e-16
1.000000000000000000e+01,3.162277660168379412e-01,1.019449946914025990e-01,2.598195485657526105e-03,4.077799787656103958e-01,5.196390971315052211e-03,2.038899893828051146e-01,2.142827713254352173e-01,1.961842271956748363e+01,1.048740076663144727e+00,1.048500315159945240e+00,1.012652512599973464e+00,1.012582780401273919e+00,2.220446049250313081e-16
1.000000000000000000e+01,3.831186849557284835e-01,1.226887209060548711e-01,3.763130559390956247e-03,4.907548836242194845e-01,7.526261118781912493e-03,2.453774418121097423e-01,2.604299640496735568e-01,1.630141699440683567e+01,1.058072361356196200e+00,1.057798734076132563e+00,1.015186472372919591e+00,1.015104446953664530e+00,2.220446049250313081e-16
1.000000000000000000e+01,4.641588833612777520e-01,1.474704499205070074e-01,5.436883399939191133e-03,5.898817996820280296e-01,1.087376679987838227e-02,2.949408998410141258e-01,3.166884334407709112e-01,1.356203904631801116e+01,1.068980556042731678e+00,1.068671701594760437e+00,1.018196123173686907e+00,1.018100151553412047e+00,2.220446049250313081e-16
1.000000000000000000e+01,5.623413251903490728e-01,1.770036747694827550e-01,7.832575220475207142e-03,7.080146990779310201e-01,1.566515044095041428e-02,3.540073495389655100e-01,3.853376504208663178e-01,1.129920044092112974e+01,1.081650302830289068e+00,1.081306098295045537e+00,1.021758122712004946e+00,1.021646520144736670e+00,4.440892098500626162e-16
1.000000000000000000e+01,6.812920690579608030e-01,2.121016526649230627e-01,1.124677776579791760e-02,8.484066106596922507e-01,2.249355553159582827e-02,4.242033053298459588e-01,4.691904163930376015e-01,9.429440906618429707e+00,1.096260449243107171e+00,1.095882416800061598e+00,1.025956815424566404e+00,1.025827938040208442e+00,4.440892098500626162e-16
1.000000000000000000e+01,8.254041852680181757e-01,2.536830344358179667e-01,1.608877049014109661e-02,1.014732137743271867e+00,3.217754098028220711e-02,5.073660688716357114e-01,5.717211508322000979e-01,7.883853977259171586e+00,1.112972082581710431e+00,1.112563759215290160e+00,1.030883399120282151e+00,1.030735737412911135e+00,2.220446049250313081e-16
1.000000000000000000e+01,1.000000000000000000e+00,3.027756377319947290e-01,2.291827170100394634e-02,1.211102550927978916e+00,4.583654340200821187e-02,6.055512754639895689e-01,6.972243622680059927e-01,6.605551275463966476e+00,1.131915711145299985e+00,1.131482908178670588e+00,1.036634506924760224e+00,1.036466797483486246e+00,2.886579864025407005e-15
1.000000000000000000e+01,1.211527658628587689e+00,3.605181156410683929e-01,3.249332792634562761e-02,1.442072462564273572e+00,6.498665585269550182e-02,7.210362312821367858e-01,8.510095429875277340e-01,5.547571434638068233e+00,1.153177512445971109e+00,1.152728383337642493e+00,1.043310154774105047e+00,1.043121504032939351e+00,2.631228568361621001e-14
1.000000000000000000e+01,1.467799267622069026e+00,4.281595545032369499e-01,4.583015102808954411e-02,1.712638218012947799e+00,9.166030205623124094e-02,8.563191090064741218e-01,1.039639713118936548e+00,4.671155831895166699e+00,1.176786052791055193e+00,1.176330897905484507e+00,1.051011063651130728e+00,1.050801073678604425e+00,2.214894934127187298e-13
1.000000000000000000e+01,1.778279410038922759e+00,5.070574007832767682e-01,6.427680192227314127e-02,2.028229603133107073e+00,1.285536038445462825e-01,1.014114801566553759e+00,1.271222009255646324e+00,3.944326612550178801e+00,1.202701239816068579e+00,1.202252010913215319e+00,1.059835440070306056e+00,1.059604323433457784e+00,0.000000000000000000e+00
1.000000000000000000e+01,2.154434690031882038e+00,5.986745078815537413e-01,8.960279159680513417e-02,2.394698031526215409e+00,1.792055831936102683e-01,1.197349015763106372e+00,1.555760182150326854e+00,3.340713482317996696e+00,1.230807350649194110e+00,1.230376873312077457e+00,1.069875376296404390e+00,1.069624045814597135e+00,2.220446049250313081e-16
